method,split,seed,mean_success_rate,mean_false_revision_rate,mean_missed_violation_rate,mean_belief_consistency,mean_recovery_success,mean_damage_rate,mean_intervention_cost,mean_calibration_error,ci95_success_rate,ci95_false_revision_rate,ci95_missed_violation_rate,ci95_belief_consistency,ci95_recovery_success,ci95_damage_rate,ci95_intervention_cost,ci95_calibration_error,groups
proposed_intervention_violation_revision,long_horizon_recovery,6,0.753762,0.115478,0.106040,0.727946,0.698182,0.055374,0.252235,0.049719,0.014629,0.003047,0.003446,0.004481,0.004316,0.001487,0.002294,0.001503,48
proposed_intervention_violation_revision,new_operator_interventions,0,0.761285,0.117388,0.108789,0.721779,0.692950,0.055864,0.251095,0.051553,0.016918,0.002801,0.002927,0.003790,0.004206,0.001726,0.002073,0.001658,48
proposed_intervention_violation_revision,new_operator_interventions,1,0.753472,0.117581,0.108433,0.721273,0.692538,0.055445,0.252055,0.050519,0.013815,0.003322,0.002916,0.004512,0.004398,0.001425,0.002466,0.001488,48
proposed_intervention_violation_revision,new_operator_interventions,2,0.765914,0.117938,0.108070,0.722728,0.695252,0.055842,0.252748,0.051330,0.013367,0.003386,0.002876,0.004274,0.004068,0.001424,0.002398,0.001716,48
proposed_intervention_violation_revision,new_operator_interventions,3,0.755787,0.116957,0.107943,0.723498,0.695064,0.056397,0.251623,0.050843,0.015838,0.002939,0.002714,0.004676,0.004643,0.001528,0.002374,0.001500,48
proposed_intervention_violation_revision,new_operator_interventions,4,0.759549,0.116647,0.108027,0.724441,0.691598,0.056382,0.252441,0.052092,0.014816,0.003254,0.003004,0.004018,0.004439,0.001733,0.002267,0.001614,48
proposed_intervention_violation_revision,new_operator_interventions,5,0.741609,0.118346,0.108503,0.724801,0.693754,0.056150,0.252839,0.052232,0.017992,0.003170,0.002659,0.004103,0.004569,0.001421,0.002087,0.001467,48
proposed_intervention_violation_revision,new_operator_interventions,6,0.759259,0.117142,0.109396,0.724412,0.692573,0.055284,0.251397,0.051291,0.016716,0.003275,0.003020,0.004658,0.004473,0.001619,0.002543,0.001594,48
proposed_intervention_violation_revision,sparse_feedback,0,0.762442,0.125829,0.115480,0.714911,0.683773,0.058542,0.257875,0.056946,0.013689,0.003196,0.003177,0.004369,0.004320,0.001299,0.002436,0.001310,48
proposed_intervention_violation_revision,sparse_feedback,1,0.743634,0.125024,0.115334,0.715231,0.684332,0.058920,0.257620,0.057102,0.017402,0.002778,0.002982,0.005462,0.004174,0.001438,0.002399,0.001325,48
proposed_intervention_violation_revision,sparse_feedback,2,0.734664,0.125459,0.115359,0.713387,0.684244,0.059253,0.258092,0.057741,0.018309,0.003247,0.003198,0.004734,0.003688,0.001596,0.002274,0.001352,48
proposed_intervention_violation_revision,sparse_feedback,3,0.737847,0.126038,0.115618,0.712690,0.683893,0.059401,0.258194,0.057481,0.016404,0.002876,0.002994,0.004868,0.004368,0.001510,0.002205,0.001455,48
proposed_intervention_violation_revision,sparse_feedback,4,0.747106,0.125289,0.115674,0.716260,0.686772,0.058805,0.257776,0.056657,0.017959,0.003031,0.002802,0.004624,0.004700,0.001384,0.002181,0.001548,48
proposed_intervention_violation_revision,sparse_feedback,5,0.740451,0.124564,0.115340,0.714420,0.686991,0.058267,0.259657,0.057891,0.014182,0.002875,0.003052,0.005158,0.004493,0.001182,0.002466,0.001454,48
proposed_intervention_violation_revision,sparse_feedback,6,0.715856,0.125222,0.114751,0.713386,0.686551,0.057839,0.258931,0.057046,0.019435,0.003113,0.002648,0.004440,0.004655,0.001540,0.002269,0.001577,48
scalar_uncertainty_trigger,combined_stress,0,0.459491,0.267474,0.320845,0.378336,0.351116,0.116402,0.183969,0.105908,0.024341,0.004642,0.005729,0.006440,0.006511,0.002418,0.002201,0.002569,48
scalar_uncertainty_trigger,combined_stress,1,0.469618,0.267377,0.320752,0.376468,0.351732,0.116232,0.185895,0.106383,0.018027,0.004758,0.005990,0.006077,0.005913,0.002318,0.002430,0.002469,48
scalar_uncertainty_trigger,combined_stress,2,0.477431,0.269120,0.320983,0.376404,0.353069,0.115700,0.185682,0.106612,0.019731,0.004961,0.005685,0.006162,0.006373,0.002135,0.002485,0.002673,48
scalar_uncertainty_trigger,combined_stress,3,0.480903,0.267866,0.319461,0.379618,0.351868,0.115453,0.186320,0.106457,0.021362,0.004990,0.006042,0.005631,0.006539,0.002506,0.002462,0.002769,48
scalar_uncertainty_trigger,combined_stress,4,0.480903,0.267694,0.321353,0.375800,0.350899,0.116176,0.184995,0.106422,0.022192,0.005121,0.006000,0.006598,0.005725,0.002365,0.002375,0.002918,48
scalar_uncertainty_trigger,combined_stress,5,0.479745,0.267396,0.319978,0.375773,0.354827,0.115933,0.184883,0.106646,0.019603,0.004729,0.005821,0.006211,0.006239,0.002273,0.002342,0.002709,48
scalar_uncertainty_trigger,combined_stress,6,0.478299,0.267717,0.320882,0.378822,0.351274,0.115935,0.184132,0.106741,0.020727,0.004702,0.006286,0.006776,0.006755,0.002529,0.002278,0.002708,48
scalar_uncertainty_trigger,in_distribution,0,0.577546,0.225482,0.275281,0.417572,0.395499,0.104923,0.171065,0.093456,0.019331,0.004840,0.005721,0.006401,0.006805,0.002437,0.002139,0.002640,48
scalar_uncertainty_trigger,in_distribution,1,0.593171,0.225556,0.275059,0.419186,0.393916,0.105489,0.171594,0.093515,0.020520,0.004905,0.005961,0.006206,0.007047,0.002264,0.002225,0.002727,48
scalar_uncertainty_trigger,in_distribution,2,0.588542,0.224574,0.275349,0.417854,0.393893,0.104582,0.169832,0.093751,0.024739,0.004953,0.006178,0.005889,0.007000,0.002287,0.002193,0.003000,48
scalar_uncertainty_trigger,in_distribution,3,0.589988,0.224885,0.274765,0.421101,0.394571,0.103768,0.170949,0.093991,0.020035,0.004618,0.006301,0.005839,0.006459,0.002284,0.002551,0.002781,48
scalar_uncertainty_trigger,in_distribution,4,0.580729,0.225244,0.274815,0.422514,0.397387,0.104357,0.170566,0.093936,0.016082,0.004749,0.006160,0.005996,0.006036,0.002360,0.002355,0.002733,48
scalar_uncertainty_trigger,in_distribution,5,0.585359,0.226676,0.274355,0.418677,0.395124,0.103827,0.172098,0.094657,0.018782,0.004942,0.006076,0.006039,0.006316,0.002388,0.002517,0.002845,48
scalar_uncertainty_trigger,in_distribution,6,0.584491,0.225249,0.273457,0.422455,0.393812,0.104644,0.170501,0.094888,0.020341,0.004448,0.006223,0.006159,0.005370,0.002351,0.002219,0.002826,48
scalar_uncertainty_trigger,long_horizon_recovery,0,0.519965,0.243682,0.295115,0.402238,0.376641,0.109984,0.177236,0.099329,0.024783,0.005053,0.005977,0.006005,0.005885,0.002536,0.002561,0.002955,48
scalar_uncertainty_trigger,long_horizon_recovery,1,0.512731,0.244348,0.294376,0.399208,0.373485,0.108792,0.178365,0.099096,0.021701,0.004572,0.005990,0.005490,0.006147,0.002421,0.002373,0.002698,48
scalar_uncertainty_trigger,long_horizon_recovery,2,0.507523,0.243106,0.294679,0.400532,0.375188,0.110007,0.176939,0.099174,0.026101,0.005254,0.005976,0.006673,0.006504,0.002376,0.002506,0.002698,48
scalar_uncertainty_trigger,long_horizon_recovery,3,0.489294,0.244156,0.295233,0.402927,0.373476,0.108869,0.177800,0.099926,0.020364,0.004516,0.005817,0.007219,0.006265,0.002252,0.002540,0.002720,48
scalar_uncertainty_trigger,long_horizon_recovery,4,0.501736,0.245439,0.295301,0.404838,0.375202,0.109581,0.176859,0.100158,0.017917,0.004787,0.005965,0.005859,0.006022,0.002538,0.002480,0.002798,48
scalar_uncertainty_trigger,long_horizon_recovery,5,0.511863,0.244689,0.295453,0.401394,0.376019,0.109203,0.176850,0.099328,0.019887,0.004614,0.005924,0.006518,0.006198,0.002252,0.002395,0.002556,48
scalar_uncertainty_trigger,long_horizon_recovery,6,0.512442,0.243672,0.294783,0.399829,0.373977,0.110247,0.176984,0.099327,0.020202,0.004652,0.005849,0.006575,0.006041,0.002254,0.002437,0.002814,48
scalar_uncertainty_trigger,new_operator_interventions,0,0.535012,0.248393,0.298343,0.397447,0.368451,0.111020,0.178114,0.101294,0.019520,0.005128,0.005961,0.006605,0.006609,0.002392,0.002304,0.002553,48
scalar_uncertainty_trigger,new_operator_interventions,1,0.540799,0.246999,0.300057,0.396887,0.370717,0.110425,0.179063,0.100648,0.016990,0.004799,0.005918,0.006408,0.005818,0.002436,0.002358,0.002839,48
scalar_uncertainty_trigger,new_operator_interventions,2,0.537037,0.246688,0.297622,0.398444,0.373708,0.109589,0.178347,0.100782,0.022247,0.004970,0.006261,0.006425,0.006628,0.002509,0.002284,0.002710,48
scalar_uncertainty_trigger,new_operator_interventions,3,0.526910,0.247418,0.299039,0.396737,0.369997,0.110951,0.178672,0.099904,0.023315,0.004915,0.005509,0.005892,0.006895,0.002286,0.002305,0.002694,48
scalar_uncertainty_trigger,new_operator_interventions,4,0.532697,0.248442,0.299012,0.397948,0.373541,0.111169,0.178164,0.100402,0.019103,0.004710,0.005693,0.005604,0.005899,0.002147,0.002204,0.002743,48
scalar_uncertainty_trigger,new_operator_interventions,5,0.543981,0.248026,0.298403,0.399806,0.371885,0.111199,0.177484,0.101000,0.022158,0.005240,0.006263,0.006142,0.006986,0.002583,0.002208,0.002584,48
scalar_uncertainty_trigger,new_operator_interventions,6,0.528646,0.247534,0.298497,0.395039,0.369117,0.110607,0.178275,0.100265,0.021800,0.004952,0.006295,0.006187,0.006064,0.002606,0.002195,0.002898,48
scalar_uncertainty_trigger,sparse_feedback,0,0.511863,0.265621,0.316522,0.381464,0.352870,0.114113,0.184379,0.106293,0.023561,0.004969,0.005867,0.005878,0.006415,0.002400,0.002392,0.002667,48
scalar_uncertainty_trigger,sparse_feedback,1,0.505787,0.266791,0.319192,0.379194,0.354614,0.115825,0.185269,0.105490,0.020852,0.004760,0.006181,0.006228,0.006784,0.002601,0.002321,0.002766,48
scalar_uncertainty_trigger,sparse_feedback,2,0.511574,0.265060,0.317640,0.378169,0.356478,0.114141,0.184445,0.105769,0.019425,0.004737,0.006023,0.006168,0.006536,0.002601,0.002173,0.002712,48
scalar_uncertainty_trigger,sparse_feedback,3,0.513310,0.266350,0.318738,0.379858,0.351922,0.115550,0.183256,0.105868,0.023224,0.005047,0.005593,0.005845,0.006620,0.002377,0.002539,0.002861,48
scalar_uncertainty_trigger,sparse_feedback,4,0.511863,0.265448,0.317675,0.378905,0.354908,0.114784,0.184357,0.106023,0.021182,0.004438,0.005994,0.005367,0.006417,0.002367,0.002522,0.002924,48
scalar_uncertainty_trigger,sparse_feedback,5,0.513889,0.265437,0.317106,0.382079,0.354241,0.114033,0.184659,0.106007,0.019903,0.004773,0.006044,0.005774,0.006392,0.002365,0.002187,0.002523,48
scalar_uncertainty_trigger,sparse_feedback,6,0.507812,0.264529,0.317932,0.379505,0.354728,0.115503,0.184377,0.105864,0.019059,0.004537,0.006273,0.005667,0.006425,0.002471,0.002548,0.002604,48
